"PlotVisit","Biomass","ForageBiomass","HerbaceousBiomass","ForageForbBiomass","ForbBiomass","HerbaceousForageBiomass","ShrubBiomass","GrassBiomass","ForageShrubBiomass","PlotID","Date","Latitude","Longitude","PlotYear"
"10.2014-08-29",299.386212128402,253.172878795069,47.48,0,46.2133333333333,1.26666666666667,251.906212128402,1.26666666666667,251.906212128402,10,2014-08-29,46.57791,-113.82738,"10.2014"
"1016.2015-08-26",69.8495464567314,62.4562131233981,40.76,0.0333333333333333,7.42666666666667,33.3666666666667,29.0895464567314,33.3333333333333,29.0895464567314,1016,2015-08-26,46.45785,-113.76855,"1016.2015"
"1017.2015-08-26",84.3253311611764,81.4318268876721,38.16,5.45316239316239,8.34666666666667,35.2664957264957,46.1653311611764,29.8133333333333,46.1653311611764,1017,2015-08-26,46.45856,-113.76639,"1017.2015"
"1018.2015-08-26",50.0155094888196,22.6054217669257,8.54576533333333,0,1.56,6.98576533333333,41.4697441554862,6.98576533333333,15.6196564335924,1018,2015-08-26,46.457755,-113.7694,"1018.2015"
"1019.2015-08-26",100.949400018724,97.0627333520571,8.64,3.76666666666667,7.65333333333333,4.75333333333333,92.3094000187238,0.986666666666667,92.3094000187238,1019,2015-08-26,46.45834,-113.76865,"1019.2015"
"1020.2015-08-26",38.8240150993428,38.8240150993428,18.0533333333333,0,0,18.0533333333333,20.7706817660095,18.0533333333333,20.7706817660095,1020,2015-08-26,46.45783,-113.76779,"1020.2015"
"1022.2015-07-28",43.5866666666667,39.5056689342404,43.5866666666667,1.97233560090703,6.05333333333333,39.5056689342404,0,37.5333333333333,0,1022,2015-07-28,46.41864,-113.69937,"1022.2015"
"1023.2015-07-28",15.0666666666667,14.432380952381,15.0666666666667,0.0457142857142857,0.68,14.432380952381,0,14.3866666666667,0,1023,2015-07-28,46.41848,-113.70033,"1023.2015"
"1026.2015-07-29",76.389646699522,73.549646699522,2.84,0,2.84,0,73.549646699522,0,73.549646699522,1026,2015-07-29,46.45065,-113.6879,"1026.2015"
"1028.2015-07-29",111.372112091538,109.278778758205,2.09333333333333,0,2.09333333333333,0,109.278778758205,0,109.278778758205,1028,2015-07-29,46.45114,-113.68591,"1028.2015"
"1034.2015-07-28",27.1760418969596,25.9227085636263,10.36,2.13333333333333,3.38666666666667,9.10666666666667,16.8160418969596,6.97333333333333,16.8160418969596,1034,2015-07-28,46.50418,-113.74872,"1034.2015"
"1035.2015-07-28",78.6740879258336,76.7807545925003,10.8933333333333,0,1.89333333333333,9,67.7807545925003,9,67.7807545925003,1035,2015-07-28,46.5065,-113.75257,"1035.2015"
"1036.2015-07-17",132.658705590059,66.8429836756557,30.4133333333333,5.216,11.9866666666667,23.6426666666667,102.245372256725,18.4266666666667,43.2003170089891,1036,2015-07-17,46.55299,-113.8561,"1036.2015"
"1037.2015-07-17",103.358000767379,33.0109488861452,24.6266666666667,0.243888888888889,8.06666666666667,16.8038888888889,78.7313341007126,16.56,16.2070599972563,1037,2015-07-17,46.55295,-113.8577,"1037.2015"
"1038.2015-07-17",244.742474815064,87.6407974096459,1.36,0.544,1.36,0.544,243.382474815064,0,87.0967974096459,1038,2015-07-17,46.55197,-113.85443,"1038.2015"
"1039.2015-07-17",128.794516571539,38.6133266100421,39.0133333333333,12.8833986928105,21.3866666666667,30.5100653594771,89.7811832382057,17.6266666666667,8.10326125056501,1039,2015-07-17,46.5524,-113.85568,"1039.2015"
"1040.2015-07-17",39.0179657991415,12.0460572725553,17.68,1.34922222222222,14.9466666666667,4.08255555555555,21.3379657991415,2.73333333333333,7.96350171699971,1040,2015-07-17,46.55205,-113.85761,"1040.2015"
"1041.2015-08-13",209.694651485216,194.958489926576,100.24,0,0,100.24,109.454651485216,100.24,94.7184899265759,1041,2015-08-13,46.16954,-113.95236,"1041.2015"
"1042.2015-08-13",128.620285129872,78.6173883555513,33.2533333333333,0,0.08,33.1733333333333,95.366951796539,33.1733333333333,45.444055022218,1042,2015-08-13,46.17253,-113.95476,"1042.2015"
"1043.2015-08-13",8.80950170710995,0.623285714285714,3.62666666666667,0.279285714285714,2.97333333333333,0.623285714285714,5.18283504044329,0.653333333333333,0,1043,2015-08-13,46.17142,-113.95269,"1043.2015"
"1044.2015-08-13",400.000511571279,282.636671678163,17.4533333333333,0.0777777777777778,0.0933333333333333,17.4377777777778,382.547178237946,17.36,265.198893900385,1044,2015-08-13,46.17376,-113.95651,"1044.2015"
"1045.2015-08-13",98.3108619633663,93.9908619633663,33.32,0,4.32,29,64.9908619633663,29,64.9908619633663,1045,2015-08-13,46.17096,-113.95475,"1045.2015"
"1046.2015-08-04",31.1401994244543,9.43353275778761,21.7066666666667,0,21.7066666666667,0,9.43353275778761,0,9.43353275778761,1046,2015-08-04,46.43477,-113.8822,"1046.2015"
"1047.2015-08-04",35.4872365001335,2.2753983748103,1.62666666666667,0,0,1.62666666666667,33.8605698334669,1.62666666666667,0.648731708143629,1047,2015-08-04,46.43317,-113.88142,"1047.2015"
"1048.2015-08-04",59.8459024928462,52.8992358261795,6.94666666666667,0,6.94666666666667,0,52.8992358261795,0,52.8992358261795,1048,2015-08-04,46.43445,-113.87841,"1048.2015"
"1049.2015-08-04",157.31285270253,74.5795193691971,86.3866666666667,0,82.7333333333333,3.65333333333333,70.9261860358637,3.65333333333333,70.9261860358637,1049,2015-08-04,46.43217,-113.87627,"1049.2015"
"1051.2015-08-24",108.036591323033,72.3030241747424,61.1466666666667,0,18.2933333333333,42.8533333333333,46.8899246563665,42.8533333333333,29.4496908414091,1051,2015-08-24,46.73847,-113.74313,"1051.2015"
"1052.2015-08-24",200.161025874137,198.416263969375,17.1333333333333,0.0285714285714286,1.77333333333333,15.3885714285714,183.027692540803,15.36,183.027692540803,1052,2015-08-24,46.73826,-113.74399,"1052.2015"
"1053.2015-08-24",556.333742001936,551.413742001936,63.7733333333333,0.733333333333333,5.65333333333333,58.8533333333333,492.560408668603,58.12,492.560408668603,1053,2015-08-24,46.73917,-113.74344,"1053.2015"
"1055.2015-08-24",196.870407584285,185.826177445911,16.1333333333333,0.54,2.16,14.4111111111111,180.737074250952,13.9733333333333,171.4150663348,1055,2015-08-24,46.73906,-113.74414,"1055.2015"
"1057.2015-07-27",38.6258705018346,36.7592038351679,1.86666666666667,0,1.86666666666667,0,36.7592038351679,0,36.7592038351679,1057,2015-07-27,46.41428,-113.6487,"1057.2015"
"1059.2015-07-27",28.9257753918899,24.8991087252232,4.02666666666667,0,4.02666666666667,0,24.8991087252232,0,24.8991087252232,1059,2015-07-27,46.41322,-113.65273,"1059.2015"
"106.2014-08-22",76.530520007619,11.3461763750489,3.12,0.0909803921568627,1.8,1.41098039215686,73.410520007619,1.32,9.93519598289202,106,2014-08-22,46.69669,-113.75302,"106.2014"
"1061.2015-07-29",68.6365482917765,62.6170611122894,7.73333333333333,0,0.573333333333333,1.71384615384615,60.9032149584432,7.16,60.9032149584432,1061,2015-07-29,46.44749,-113.68022,"1061.2015"
"1063.2015-07-29",120.430358401951,71.5770250686173,48.8933333333333,0,48.8533333333333,0.04,71.5370250686173,0.04,71.5370250686173,1063,2015-07-29,46.4474,-113.67847,"1063.2015"
"1065.2015-07-29",47.940064293149,35.7133976264823,13.4933333333333,0,12.2266666666667,1.26666666666667,34.4467309598157,1.26666666666667,34.4467309598157,1065,2015-07-29,46.44672,-113.67832,"1065.2015"
"1071.2015-08-26",30.0957901326291,30.0957901326291,8.74666666666667,0,0,8.74666666666667,21.3491234659625,8.74666666666667,21.3491234659625,1071,2015-08-26,46.46227,-113.76657,"1071.2015"
"1072.2015-08-26",44.2292271095803,40.9858937762469,25.0533333333333,0.463333333333333,3.70666666666667,21.81,19.1758937762469,21.3466666666667,19.1758937762469,1072,2015-08-26,46.45983,-113.76781,"1072.2015"
"1073.2015-08-26",60.7462297434498,60.2662297434498,22.36,1.92,2.4,21.88,38.3862297434498,19.96,38.3862297434498,1073,2015-08-26,46.45919,-113.76843,"1073.2015"
"1074.2015-08-26",110.129651914276,109.825651914276,6.66666666666667,0.202666666666667,0.506666666666667,6.36266666666667,103.462985247609,6.16,103.462985247609,1074,2015-08-26,46.46082,-113.76708,"1074.2015"
"1075.2015-08-26",68.6013951976129,65.1880618642795,15.2933333333333,0,3.41333333333333,11.88,53.3080618642795,11.88,53.3080618642795,1075,2015-08-26,46.46345,-113.76576,"1075.2015"
"1076.2015-07-30",486.085290638952,419.006559727792,2.2,0,0.0933333333333333,2.10666666666667,483.885290638952,2.10666666666667,416.899893061125,1076,2015-07-30,46.51913,-113.72901,"1076.2015"
"1078.2015-07-30",203.963443885927,117.716351786954,16.2133333333333,1.26666666666667,1.26666666666667,16.2133333333333,187.750110552594,14.9466666666667,101.503018453621,1078,2015-07-30,46.51959,-113.72647,"1078.2015"
"1079.2015-07-30",129.341943962972,114.93521490033,7.01333333333333,0.364444444444444,0.546666666666667,6.83111111111111,122.328610629638,6.46666666666667,108.104103789219,1079,2015-07-30,46.52,-113.72807,"1079.2015"
"108.2014-08-22",35.0266666666667,12.08,35.0266666666667,0,22.9466666666667,12.08,0,12.08,0,108,2014-08-22,46.69677,-113.75497,"108.2014"
"1080.2015-07-30",64.7998951453563,64.7998951453563,2.04,0,0,2.04,62.7598951453563,2.04,62.7598951453563,1080,2015-07-30,46.51945,-113.72504,"1080.2015"
"1081.2015-07-28",42.1059342695531,41.8526009362198,10.5466666666667,10.2933333333333,10.5466666666667,10.2933333333333,31.5592676028864,0,31.5592676028864,1081,2015-07-28,46.50681,-113.75902,"1081.2015"
"1082.2015-07-28",8.92,5.49888888888889,8.92,4.47222222222222,7.89333333333333,5.49888888888889,0,1.02666666666667,0,1082,2015-07-28,46.50572,-113.75485,"1082.2015"
"1083.2015-07-28",18.5431926632212,15.6965259965545,6.4,1.02,3.86666666666667,3.55333333333333,12.1431926632212,2.53333333333333,12.1431926632212,1083,2015-07-28,46.5064,-113.75729,"1083.2015"
"1084.2015-07-28",87.6145950159438,86.4412616826105,3.37333333333333,0,1.17333333333333,2.2,84.2412616826105,2.2,84.2412616826105,1084,2015-07-28,46.50706,-113.75525,"1084.2015"
"1085.2015-07-28",61.1648586830706,40.79879807701,41.0933333333333,16.0206060606061,36.3866666666667,20.7272727272727,20.0715253497373,4.70666666666667,20.0715253497373,1085,2015-07-28,46.50443,-113.75744,"1085.2015"
"1086.2015-08-03",200.110135723274,173.943448197677,12.64,0.338666666666667,1.69333333333333,11.2853333333333,187.470135723274,10.9466666666667,162.658114864344,1086,2015-08-03,46.76756,-113.72868,"1086.2015"
"1087.2015-08-03",197.796245273683,181.682210825049,5.33333333333333,0,4.04,1.29333333333333,192.46291194035,1.29333333333333,180.388877491715,1087,2015-08-03,46.76617,-113.72401,"1087.2015"
"1088.2015-08-03",429.054039656959,145.939844586043,56.3066666666667,0.257066666666667,6.78666666666667,49.7770666666667,372.747372990292,49.52,96.1627779193759,1088,2015-08-03,46.76758,-113.72476,"1088.2015"
"1089.2015-08-03",204.558961782419,61.3606059264286,39.32,0.385333333333333,3.85333333333333,35.852,165.238961782419,35.4666666666667,25.5086059264286,1089,2015-08-03,46.76721,-113.72686,"1089.2015"
"109.2014-08-22",145.661579345973,53.5262682547825,8.57333333333333,0.145128205128205,5.46666666666667,3.25179487179487,137.08824601264,3.10666666666667,50.2744733829876,109,2014-08-22,46.69764,-113.75593,"109.2014"
"1090.2015-08-03",181.243632878898,102.707744707681,35.9733333333333,0,0,35.9733333333333,145.270299545565,35.9733333333333,66.7344113743474,1090,2015-08-03,46.76882,-113.72728,"1090.2015"
"1091.2015-08-07",271.530597620836,58.0173859975774,10.3733333333333,0,2.45333333333333,7.92,261.157264287503,7.92,50.0973859975774,1091,2015-08-07,46.77219,-113.73559,"1091.2015"
"1092.2015-08-07",399.506792438628,170.884875994763,15.2933333333333,0,0.4,13.7044444444444,384.213459105295,14.8933333333333,157.180431550318,1092,2015-08-07,46.77132,-113.73527,"1092.2015"
"1093.2015-08-07",530.21389922985,199.538168379537,23.1333333333333,0,4.37333333333333,18.76,507.080565896516,18.76,180.778168379537,1093,2015-08-07,46.77135,-113.73388,"1093.2015"
"1094.2015-08-07",247.522526643222,100.354175446058,13.6533333333333,0,0,13.488115942029,233.869193309889,13.6533333333333,86.8660595040293,1094,2015-08-07,46.77153,-113.73269,"1094.2015"
"1095.2015-08-07",70.5839756420078,69.9856423086744,20.7866666666667,0,0,20.1883333333333,49.7973089753411,20.7866666666667,49.7973089753411,1095,2015-08-07,46.76889,-113.73139,"1095.2015"
"1096.2015-08-11",37.434457848083,37.434457848083,11.4666666666667,1.44,1.44,11.4666666666667,25.9677911814164,10.0266666666667,25.9677911814164,1096,2015-08-11,45.81474,-114.27979,"1096.2015"
"1097.2015-08-11",178.949100444234,56.9066666666667,59.96,6.13333333333333,9.18666666666667,56.9066666666667,118.989100444234,50.7733333333333,0,1097,2015-08-11,45.81618,-114.28146,"1097.2015"
"1098.2015-08-11",118.557716568987,7.453968,9.90857066666667,1.22730133333333,3.681904,7.453968,108.64914590232,6.22666666666667,0,1098,2015-08-11,45.81254,-114.27837,"1098.2015"
"1099.2015-08-11",67.3247168090573,15.8479466942561,11.5733333333333,0.14,0.56,11.1533333333333,55.751383475724,11.0133333333333,4.69461336092276,1099,2015-08-11,45.81361,-114.28311,"1099.2015"
"11.2014-08-29",104.286903303533,92.245287141917,16.8533333333333,0.105050505050505,12.1466666666667,4.81171717171717,87.4335699701998,4.70666666666667,87.4335699701998,11,2014-08-29,46.57806,-113.83122,"11.2014"
"1100.2015-08-11",210.57727506729,22.2028174930397,10.28,0.0183333333333333,0.28,10.0183333333333,200.29727506729,10,12.1844841597064,1100,2015-08-11,45.81101,-114.28016,"1100.2015"
